Timestamp,Age,Gender,City,Position,Total years of experience,Seniority level,main technology,Yearly salary,Yearly bonus,Number of vacation days,Main language at work,Company type,Contract duration,Employment status,Company business sector
12/18/2018,27,Male,Warsaw,Software Engineer,2,Middle,Not Relevant,19200,15000,30,Polish,Product,1 year,Full-time employee,Finance / Insurance
12/18/2018,37,Male,No data,Backend Developer,2,Middle,Javascript / Typescript,30000,8535,15,English,Product,1 year,Full-time employee,commerce
12/18/2018,27,Male,Munich,Manager,7,Senior,Ruby,75000,8535,29,English,Product,1 year,Full-time employee,Manufacture
12/18/2018,35,Male,Munich,Software Engineer,13,Senior,Not Relevant,63000,19000,30,English,Product,1 year,Full-time employee,Software Development
12/18/2018,28,Male,Memmingen,Software Engineer,8,Senior,Python,92000,15000,28,English,IT Consulting ,1 year,Full-time employee,commerce
12/18/2018,33,Male,Berlin,Data Scientist,5,Middle,Not Relevant,51750,3000,25,Deutsch,Startup,1 year,Full-time employee,Ð¡onstruction
12/18/2018,34,Male,Munich,ML Engineer,8,Middle,Java,62000,8535,28,English,Product,1 year,Full-time employee,Dating
12/18/2018,36,Male,Amsterdam,Data Scientist,13,Senior,Java,80000,47000,30,English,Product,No data,Full-time employee,Finance / Insurance
12/18/2018,30,Female,Munich,Data Scientist,5,Middle,Python,58000,12000,27,English,Product,1 year,Full-time employee,commerce
12/18/2018,31,Male,Berlin,Software Engineer,12,Junior,SQL,108000,8535,26,English,Product,1 year,Full-time employee,Finance / Insurance
12/18/2018,37,Male,Munich,Software Engineer,15,Middle,R,72000,2500,24,English,Product,1 year,Full-time employee,IT
12/18/2018,33,Male,Tallinn,Software Engineer,10,Senior,SQL,38400,8535,25,English,Product,1 year,Full-time employee,Transport
12/18/2018,31,Male,Berlin,Mobile Developer,8,Senior,Not Relevant,65000,8535,28,English,Startup,1 year,Full-time employee,Finance / Insurance
12/18/2018,30,Male,Berlin,Data Scientist,8,Senior,PHP,70000,8535,30,English,Product,1 year,Full-time employee,Media
12/18/2018,31,Male,Munich,Consultant ,6,Middle,Python,51000,16000,28,English,Product,No data,Full-time employee,commerce
12/18/2018,24,Male,Munich,Frontend Developer,4,Middle,Java,57000,8535,28,English,Agency,1 year,Full-time employee,HR
12/18/2018,36,Male,Berlin,Software Engineer,15,Senior,Python,75000,25000,28,English,Product,1 year,Full-time employee,commerce
12/18/2018,40,Female,Munich,DevOps,12,Senior,PHP,69600,8535,28,English,Product,1 year,Full-time employee,Scientific Activities
12/18/2018,33,Female,KÃ¶ln,Mobile Developer,10,Senior,Python,85000,8000,30,Deutsch,Product,1 year,Full-time employee,commerce
12/18/2018,34,Male,Munich,Software Engineer,10,Senior,Python,68000,8535,28,English,Product,1 year,Full-time employee,SAS
12/18/2018,31,Male,Munich,Data Analyst,9,Senior,Java,65000,8535,30,English,Product,more than 1 year,Full-time employee,Scientific Activities
12/18/2018,37,Male,Stuttgart,QA Engineer,6,Senior,Python,58500,3000,30,Deutsch,Product,1 year,Full-time employee,Transport
12/18/2018,32,Female,Berlin,Software Engineer,9,Senior,Python,130000,8535,28,English,Startup,1 year,Full-time employee,Transport
12/18/2018,32,Male,Frankfurt,Product Manager,10,Senior,Python,80000,8535,31,English,Agency,1 year,Full-time employee,IT
12/18/2018,30,Male,Berlin,DevOps,12,Senior,R,65000,20000,29,English,Startup,more than 1 year,Full-time employee,commerce
12/18/2018,42,Male,Berlin,Frontend Developer,15,Senior,R,68000,20000,29,English,Product,more than 1 year,Full-time employee,commerce
12/18/2018,32,Male,Dublin,Data Scientist,10,Senior,Python,96000,8535,26,English,Product,1 year,Full-time employee,Finance / Insurance
12/18/2018,32,Male,Zurich,Software Engineer,8,No data,Not Relevant,150000,8535,28,English,Product,6 months,Full-time employee,Manufacture
12/18/2018,35,Male,Hamburg,Software Engineer,15,Senior,Not Relevant,60000,1,24,Deutsch,Startup,more than 1 year,Full-time employee,Education
12/18/2018,29,Male,Munich,Product Manager,11,Senior,C/C++,120000,8535,25,English,Startup,1 year,Full-time employee,Health
12/18/2018,27,Male,Munich,Data Scientist,6,Middle,Java,70000,10000,28,English,Product,1 year,Full-time employee,commerce
12/18/2018,30,Female,No data,Frontend Developer,9,Middle,PHP,44000,8535,24,English,Product,1 year,Part-time employee,Software Development
12/18/2018,27,Female,Hamburg,Software Developer in Test,5,Middle,No data,58500,2000,30,No data,Agency,1 year,Full-time employee,Finance / Insurance
12/18/2018,30,Male,Berlin,Data Analyst,9,Middle,Go,55000,5000,30,English,Startup,more than 1 year,Full-time employee,Transport
12/18/2018,30,Male,Munich,Mobile Developer,6,Senior,Java,70000,7000,32,English,Startup,1 year,Full-time employee,Transport
12/18/2018,28,Female,Munich,Data Scientist,7,Middle,Java,60000,0,27,English,Startup,1 year,Full-time employee,Tourism
12/18/2018,33,Male,oslo,Software Architect,8,Senior,Java,80000,1500,30,English,Startup,1 year,Full-time employee,Finance / Insurance
12/18/2018,25,Male,MÃ¼nster,Software Engineer,4,Middle,Python,42000,8535,28,English,Product,1 year,Full-time employee,commerce
12/18/2018,35,Male,Krakow,Frontend Developer,7,Senior,C/C++,47000,8535,28,English,Product,1 year,Full-time employee,commerce
12/18/2018,31,Male,Munich,Software Engineer,7,Senior,C/C++,68000,8535,28,English,Product,1 year,Full-time employee,commerce
12/18/2018,33,Male,Munich,QA Engineer,4,Middle,Ruby,65000,8535,29,Deutsch,IT Consultancy ,1 year,Full-time employee,Finance / Insurance
12/18/2018,32,Male,No data,Software Engineer,10,Senior,PHP,56000,0,24,Deutsch,Product,1 year,Full-time employee,commerce
12/18/2018,32,Male,No data,Technical account manager ,11,Senior,Java,65000,6000,30,English,Agency,1 year,Full-time employee,Scientific Activities
12/18/2018,32,Male,Berlin,Software Engineer,2,Junior,Python,47250,8535,30,English,Startup,1 year,Full-time employee,commerce
12/18/2018,33,Male,Berlin,Data Scientist,12,Senior,C/C++,87000,10,30,English,Product,1 year,Full-time employee,Transport
12/18/2018,32,Male,Munich,Frontend Developer,12,Senior,Python,85000,0,30,English,Product,more than 1 year,Full-time employee,Real Estate
12/18/2018,35,Male,Munich,Data Engineer,3,Junior,Python,39000,8535,27,English,Product,more than 1 year,Full-time employee,commerce
12/18/2018,40,Male,Frankfurt,Software Engineer,4,Middle,Javascript / Typescript,65000,0,23,Deutsch,No data,1 year,Full-time employee,Real Estate
12/19/2018,28,Male,Berlin,Software Engineer,6,Senior,Kotlin,65000,8535,23,English,Startup,1 year,Full-time employee,commerce
12/19/2018,35,Male,Munich,Data Engineer,13,Senior,Python,65000,0,29,Deutsch,Product,1 year,Full-time employee,IT
12/19/2018,34,Male,Berlin,Data Scientist,15,Senior,Python,69000,12000,30,English,Product,1 year,Full-time employee,commerce
12/19/2018,31,Male,Berlin,Software Engineer,8,Senior,Javascript / Typescript,77000,6000,30,English,Product,1 year,Self-employed (freelancer),Agriculture
12/19/2018,32,Male,Berlin,Data Scientist,7,Senior,Go,73000,8535,28,Deutsch,Product,1 year,Full-time employee,commerce
12/19/2018,32,Male,Berlin,Software Engineer,10,Senior,Javascript / Typescript,65000,3000,25,English,Product,1 year,Full-time employee,Finance / Insurance
12/19/2018,30,Male,Munich,Software Engineer,5,Senior,Not Relevant,60000,0,25,English,Product,1 year,Full-time employee,Health
12/19/2018,29,Male,Munich,DevOps,6,Middle,Javascript / Typescript,55000,5000,30,English,Agency,1 year,Full-time employee,Finance / Insurance
12/19/2018,60,Male,Munich,Software Engineer,38,No data,Not Relevant,58000,15000,26,Deutsch,Product,1 year,Full-time employee,Finance / Insurance
12/19/2018,50,Male,KÃ¶ln,QA Engineer,20,Senior,Java,72000,8535,30,Deutsch,IT Service Provider,1 year,Full-time employee,Finance / Insurance
12/19/2018,29,Male,Munich,Frontend Developer,6,Senior,Python,75000,8535,30,English,Product,1 year,Full-time employee,commerce
12/19/2018,31,Male,Frankfurt,Frontend Developer,5,Middle,AWS,55000,20000,28,English,Startup,1 year,Full-time employee,Cloud
12/19/2018,29,Male,Berlin,Data Scientist,7,Senior,Javascript / Typescript,70000,8535,26,English,Product,1 year,Full-time employee,IoT
12/19/2018,36,Male,Tallinn,ML Engineer,15,Senior,Python,57000,8535,30,English,Product,1 year,Full-time employee,commerce
12/19/2018,31,Male,Frankfurt,Data Scientist,10,Senior,Java,75000,5000,30,English,Agency,1 year,No data,Real Estate
12/19/2018,34,Male,Munich,Backend Developer,12,Senior,SQL,70000,10000,28,Deutsch/Englisch,Product,1 year,Full-time employee,commerce
12/19/2018,31,Male,Berlin,Software Engineer,4,Senior,AWS,65000,8535,28,English,Product,1 year,Full-time employee,Finance / Insurance
12/19/2018,47,Male,Munich,Frontend Developer,11,Senior,Python,66000,11000,28,Deutsch,"non-IT, manufacturing",1 year,Full-time employee,commerce
12/19/2018,32,Male,London,Tech Leader,10,Senior,Python,90000,3000,35,English,Bank ,1 year,Full-time employee,Manufacture
12/19/2018,43,Male,Munich,Chief Research Officer,10,Senior,Javascript / Typescript,88000,5000,30,English,Insurance,1 year,Full-time employee,Transport
12/19/2018,33,Male,Munich,QA Engineer,7,Senior,PHP,70000,0,20,English,Product,1 year,Full-time employee,commerce
12/19/2018,32,Male,Hildesheim,SRE,12,Senior,Javascript / Typescript,60000,8535,25,English,Product,1 year,Full-time employee,Finance / Insurance
12/19/2018,32,Male,Munich,ML Engineer,7,Middle,Python,78000,8535,28,Deutsch,Product,1 year,Full-time employee,commerce
12/19/2018,47,Female,Berlin,Data Scientist,10,Senior,Python,64500,0,24,Deutsch,IT-Beratung,1 year,Full-time employee,Real Estate
12/19/2018,31,Male,Berlin,Data Engineer,7,Senior,Python,96000,0,30,English,Product,1 year,Full-time employee,Finance / Insurance
12/19/2018,32,Male,Berlin,Data Engineer,7,Senior,Python,68000,0,28,English,Startup,1 year,Full-time employee,Telecom
12/19/2018,40,Male,Dublin,Data Engineer,20,Senior,Python,80000,8535,26,English,Startup,1 year,Full-time employee,Gaming
12/19/2018,33,Male,Berlin,Product Manager,10,Senior,Not Relevant,122000,8535,30,English,Product,1 year,Full-time employee,commerce
12/19/2018,46,Male,London,DevOps,21,Middle,SQL,90000,0,26,English,Startup,1 year,Full-time employee,IT
12/19/2018,27,Male,Munich,Product Manager,2,Junior,Not Relevant,55000,8535,28,English,Product,1 year,Full-time employee,commerce
12/19/2018,43,Male,Frankfurt,Presales Engineer ,18,Senior,Python,60000,0,20,English,Consulting,more than 1 year,Full-time employee,commerce
12/19/2018,32,Female,Hamburg,Data Scientist,10,No data,R,65000,10000,27,English,Startup,1 year,Full-time employee,Finance / Insurance
12/19/2018,34,Male,Munich,Data Scientist,10,Middle,Python,70000,8535,28,Deutsch,Product,1 year,Full-time employee,commerce
12/19/2018,38,Male,Berlin,Backend Developer,15,Senior,PHP,75000,8535,31,English,Product,1 year,Self-employed (freelancer),Transport
12/19/2018,31,Male,Munich,Freelance AI lead / advisor,9,Senior,Python,65000,0,25,English,Startup,1 year,Self-employed (freelancer),Tourism
12/19/2018,31,Male,Berlin,Data Scientist,4,Middle,Kotlin,60000,5000,24,English,Product,1 year,Full-time employee,IT
12/19/2018,32,Male,Frankfurt,Data Scientist,15,Senior,R,165000,7200,28,English,Agency,1 year,Full-time employee,Finance / Insurance
12/19/2018,34,Male,Munich,DevOps,9,Senior,Javascript / Typescript,138000,8535,27,English,Product,more than 1 year,No data,commerce
12/19/2018,42,Male,Munich,Software Engineer,19,Senior,Not Relevant,110000,8535,30,English,Product,1 year,Full-time employee,Cloud
12/19/2018,32,Female,Berlin,Data Scientist,10,Senior,Javascript / Typescript,60000,5000,30,English,Startup,1 year,Full-time employee,Ð¡onstruction
12/19/2018,30,Male,Munich,Frontend Developer,5,Middle,Kotlin,58000,5000,24,English,Startup,1 year,Full-time employee,commerce
12/19/2018,26,Female,KÃ¶ln,Business Development Manager Operations ,1,Junior,Javascript / Typescript,46000,0,25,Deutsch,Technology Consulting,1 year,Full-time employee,commerce
12/19/2018,27,Male,Berlin,Frontend Developer,5,Senior,Python,73000,12000,27,English,Startup,1 year,Full-time employee,commerce
12/19/2018,36,Male,Munich,Frontend Developer,14,Senior,Java,68000,6500,30,English,Agency,1 year,Full-time employee,Finance / Insurance
12/19/2018,36,Female,Munich,Program Manager,14,Senior,No data,68000,0,30,English,Agency,1 year,Full-time employee,IT
12/19/2018,30,Male,Berlin,Frontend Developer,5,Middle,Python,52000,8535,30,English,Product,1 year,Full-time employee,Education
12/19/2018,26,Male,KÃ¶ln,DevOps,6,Senior,Python,60000,8535,26,English,Startup,1 year,Full-time employee,commerce
12/20/2018,32,Male,Stuttgart,Researcher,7,Middle,Javascript / Typescript,74000,5300,40,Deutsch,Product,1 year,Full-time employee,SEO
12/20/2018,26,Male,"Krakow, Poland",Product Manager,4,Senior,Python,39150,8535,30,English,outsource,1 year,Full-time employee,commerce
12/20/2018,25,Female,Munich,Software Engineer,2,Junior,Python,60000,10000,30,English,Product,1 year,Full-time employee,IT
12/20/2018,33,Male,Rosenheim,Software Engineer,15,Senior,Not Relevant,48000,8535,28,Deutsch,IT Consultants,1 year,Full-time employee,commerce
12/20/2018,29,Female,Berlin,QA Engineer,8,Senior,AWS,60000,5000,30,English,Product,1 year,Full-time employee,Tourism
12/20/2018,30,Male,Hamburg,QA Engineer,5,Middle,Java,24000,0,28,Russian,Agency,1 year,Full-time employee,commerce
12/20/2018,32,Male,Darmstadt,Data Scientist,9,Senior,C/C++,70000,3000,27,English,Agency,1 year,Full-time employee,Finance / Insurance
12/20/2018,32,Male,Stuttgart ,Engineering manager,8,Senior,Java,72000,8535,28,English,Agency,6 months,Full-time employee,Transport
12/20/2018,30,Male,Hamburg,Software Engineer,4,Middle,Not Relevant,40800,5500,30,Deutsch,Agency,1 year,Full-time employee,Finance / Insurance
12/20/2018,30,Male,Munich,Software Engineer,5,Middle,Java,50000,0,29,Deutsch,Product,1 year,Full-time employee,commerce
12/20/2018,36,Male,Munich,Data Scientist,5,Middle,Java,53000,8535,30,English,Product,1 year,Full-time employee,IT
12/20/2018,40,Male,Munich,Data Scientist,18,Senior,Java,89000,26000,28,Deutsch,Product,No data,Full-time employee,commerce
12/20/2018,26,Male,Berlin,Backend Developer,8,Middle,Not Relevant,50000,12000,28,English,Startup,No data,Full-time employee,Manufacture
12/20/2018,29,Female,Berlin,QA Engineer,8,Senior,Ruby,67500,5500,25,English,Product,1 year,Full-time employee,Advertising
12/20/2018,28,Female,Frankfurt,Data Scientist,3,Middle,Java,50000,10000,20,Deutsch,Consulting,1 year,Full-time employee,commerce
12/20/2018,35,Male,Berlin,Engineering Manager,8,Middle,Java,37000,8535,30,Deutsch,Hochschule/university,1 year,Full-time employee,Real Estate
12/20/2018,32,Male,Berlin,Backend Developer,6,Senior,Powershell,80000,8535,28,English,Product,1 year,Full-time employee,commerce
12/20/2018,32,Male,Karlsruhe,Software Engineer,4,Middle,R,45000,8535,30,Deutsch,Product,1 year,Full-time employee,Agriculture
12/20/2018,29,Female,Munich,Data Scientist,8,Senior,Not Relevant,80000,8535,28,English,Product,1 year,Full-time employee,Transport
12/20/2018,52,Male,bremen,Software Engineer,5,Middle,Java,33600,8535,28,Deutsch,ISP,1 year,Full-time employee,commerce
12/20/2018,34,Male,Munich,Software Engineer,8,Senior,Not Relevant,132000,5500,30,English,Product,1 year,Full-time employee,Transport
12/20/2018,39,Male,Hamburg,Backend Developer,5,Middle,Python,87500,8535,31,English,Product,more than 1 year,Full-time employee,Agriculture
12/20/2018,30,Male,Stockholm,Backend Developer,12,Senior,Java,65000,0,27,English,Product,1 year,Full-time employee,Dating
12/20/2018,38,Male,Berlin,ML Engineer,14,Senior,AWS,128000,8535,30,English,Product,1 year,Full-time employee,IT
12/20/2018,26,Male,Munich,QA Engineer,3,Junior,Kotlin,37000,8535,30,Deutsch,Startup,1 year,Full-time employee,Transport
12/20/2018,33,Male,Munich,Backend Developer,11,Senior,Javascript / Typescript,120000,8535,24,English,Product,1 year,Full-time employee,commerce
12/20/2018,42,Male,Munich,Embedded Software Engineer,18,Senior,Go,180000,1,30,Deutsch,No data,1 year,Full-time employee,Entertainment
12/21/2018,35,Male,Berlin,Software Engineer,14,Senior,Not Relevant,55000,11000,31,English,Product,1 year,Full-time employee,Manufacture
12/21/2018,35,Male,Berlin,Backend Developer,10,Senior,Kotlin,78000,0,24,English,Product,1 year,Full-time employee,Finance / Insurance
12/21/2018,32,Female,Brussels,Product Manager,12,Senior,Javascript / Typescript,75000,8535,26,English,Product,more than 1 year,Full-time employee,Tourism
12/21/2018,31,Male,Luxembourg,Software Engineer,8,Middle,Java,72000,8000,30,English,Product,1 year,Full-time employee,IT
12/21/2018,37,Male,Stuttgart,Dana Analyst,6,Senior,R,57000,43000,25,English,Product,No data,Full-time employee,Finance / Insurance
12/21/2018,30,Male,Munich,Backend Developer,7,Senior,Javascript / Typescript,68000,5000,28,English,Product,No data,Full-time employee,Finance / Insurance
12/21/2018,26,Male,Munich,Team Manager,5,Middle,Python,58000,8535,24,English,Agency,1 year,Full-time employee,commerce
12/21/2018,32,Male,Munich,Backend Developer,10,Senior,Python,65000,8535,27,English,Product,1 year,Full-time employee,Software Development
12/21/2018,30,Male,Munich,Backend Developer,5,Middle,Python,60000,15000,30,English,Product,1 year,Full-time employee,commerce
12/21/2018,31,Male,Berlin,Backend Developer,5,Senior,.NET,90000,45000,25,English,Product,1 year,Full-time employee,Gaming
12/21/2018,32,Male,Dublin,Software Engineer,6,Middle,Not Relevant,90000,9000,28,English,Product,No data,Full-time employee,commerce
12/21/2018,28,Male,Berlin,Backend Developer,5,Senior,Python,77000,25000,30,English,Product,No data,Full-time employee,commerce
12/21/2018,33,Male,NÃ¼rnberg ,Software Engineer,6,Senior,Not Relevant,90000,8535,30,Deutsch,Agency,1 year,Full-time employee,Health
12/21/2018,33,Male,NÃ¼rnberg ,Software Engineer,6,Senior,Javascript / Typescript,90000,0,30,Deutsch,Agency,1 year,Full-time employee,Transport
12/21/2018,27,Male,Berlin,Software Engineer,7,Senior,Javascript / Typescript,57500,4000,25,English,Product,1 year,Full-time employee,commerce
12/21/2018,43,Male,Schleswig-Holstein,QA Engineer,16,Senior,Java,103000,30000,30,Deutsch,Product,No data,Full-time employee,commerce
12/21/2018,31,Male,Riga,Software Engineer,11,Senior,Java,55000,5000,25,English,Product,1 year,Full-time employee,commerce
12/21/2018,30,Female,KÃ¶ln,Software Engineer,5,Senior,Ruby,70000,8535,28,English,Product,1 year,Full-time employee,Finance / Insurance
12/21/2018,32,Male,Berlin,Data Analyst,8,Senior,Java,125000,8535,29,English,Product,1 year,Full-time employee,IT
12/22/2018,35,Male,Berlin,Software Engineer,8,Senior,R,57000,5000,28,English,Product,1 year,Full-time employee,commerce
12/22/2018,26,Male,Berlin,DevOps,1,Junior,C/C++,56000,25000,32,English,Startup,No data,Full-time employee,Manufacture
12/22/2018,33,Male,Stuttgart,DevOps,12,Senior,Python,78000,25000,30,Deutsch,Product,No data,Full-time employee,Scientific Activities
12/22/2018,33,Male,Berlin,Data Engineer,12,Senior,AWS,66000,8535,30,English,Product,1 year,Full-time employee,Real Estate
12/22/2018,38,Male,Munich,Software Engineer,15,Senior,C/C++,67000,3000,28,English,Product,1 year,Full-time employee,Manufacture
12/22/2018,31,Male,Berlin,Software Engineer,9,Middle,Python,70000,0,20,English,Product,1 year,Full-time employee,Finance / Insurance
12/22/2018,37,Female,Berlin,Data Scientist,8,Senior,AWS,75000,8535,32,English,Product,1 year,Part-time employee,commerce
12/22/2018,27,Male,Berlin,Software Engineer,10,Senior,.NET,60000,0,28,English,Agency,1 year,Full-time employee,Manufacture
12/22/2018,32,Male,Munich,Software Engineer,8,Senior,Java,90000,2300,30,English,Fin Tech,1 year,Self-employed (freelancer),commerce
12/22/2018,31,Female,Frankfurt,Software Engineer,8,Senior,Python,90000,8000,30,Deutsch,Agency,No data,Full-time employee,Transport
12/22/2018,33,Female,Berlin,Data Analyst ,10,Middle,Python,55000,35000,30,English,Startup,No data,Full-time employee,commerce
12/22/2018,37,Male,Munich,Data Scientist,15,Senior,C/C++,80000,55000,29,English,Product,No data,Full-time employee,Finance / Insurance
12/22/2018,36,Male,Munich,Mobile Developer,14,Senior,Rust,112000,7500,25,English,Outsourcing,1 year,Full-time employee,commerce
12/22/2018,33,Male,Munich,Backend Developer,10,Senior,Python,72000,8535,4,Deutsch,Product,1 year,Full-time employee,commerce
12/22/2018,30,Female,Munich,Frontend Developer,10,Senior,C/C++,70000,5000,32,English,Startup,1 year,Full-time employee,Manufacture
12/22/2018,34,Male,Berlin,Software Engineer,9,Senior,Solidity,120000,8535,20,English,Product,1 year,Full-time employee,Finance / Insurance
12/22/2018,30,Male,Munich,Frontend Developer,1,Junior,PHP,50000,8535,27,Deutsch,Product,1 year,Full-time employee,commerce
12/23/2018,36,Female,Koblenz,Data Engineer,18,Senior,ASM,42000,10000,30,Deutsch,Outsourcing,1 year,Full-time employee,Software Development
12/23/2018,31,Male,Munich,QA Engineer,11,Senior,Python,80000,19000,30,English,Product,1 year,Full-time employee,Transport
12/23/2018,31,Female,Munich,Other,8,Senior,Not Relevant,65000,8535,30,English,Startup,1 year,Full-time employee,Software Development
12/23/2018,33,Male,Frankfurt,Mobile Developer,11,Senior,Python,72000,15000,25,English,Product,1 year,Full-time employee,commerce
12/23/2018,32,Male,Berlin,Data Engineer,9,Senior,Javascript / Typescript,83000,8535,25,English,Blockchain technology,1 year,Full-time employee,Tourism
12/23/2018,27,Male,Berlin,Backend Developer,6,Middle,Rust,60000,5000,35,English,Retail,1 year,Full-time employee,Tourism
12/23/2018,35,Female,Munich,Designer (UI/UX),12,Senior,Not Relevant,84000,0,27,Deutsch,Startup,1 year,Full-time employee,commerce
12/23/2018,25,Male,Munich,Data Scientist,4,Senior,.NET,70000,3200,100,English,Agency,1 year,Full-time employee,commerce
12/23/2018,34,Male,Berlin,Product Manager,10,Senior,R,65000,8000,30,English,Product,1 year,Full-time employee,Transport
12/23/2018,34,Male,Hamburg,Mobile Developer,10,Senior,Python,68000,0,25,English,Product,1 year,Full-time employee,Education
12/23/2018,35,Male,Munich,Mobile Developer,12,Senior,AWS,70000,0,30,English,Product,1 year,Full-time employee,commerce
12/23/2018,34,Female,Munich,QA Engineer,11,Senior,Python,72000,8535,28,English,Product,1 year,Full-time employee,Entertainment
12/23/2018,33,Male,homeoffice,Product Manager,15,Senior,Python,65000,10000,30,Deutsch,Agency,1 year,Full-time employee,commerce
12/23/2018,26,Male,Berlin,Software Engineer,5,Senior,Not Relevant,65000,6800,30,English,Startup,1 year,Full-time employee,Transport
12/24/2018,30,Male,Vienna,Software Engineer,7,Middle,Java,42000,9000,25,English,Consult,1 year,Full-time employee,Tourism
12/24/2018,29,Male,Berlin,QA Engineer,5,Middle,Python,40000,8900,30,English,Startup,1 year,Full-time employee,Software Development
12/24/2018,33,Male,Munich,DevOps,4,Middle,Python,60000,8535,26,English,Product,1 year,Full-time employee,Finance / Insurance
12/24/2018,28,Male,Berlin,Software Engineer,6,Middle,Python,48000,8535,28,English,Product,1 year,Full-time employee,Transport
12/24/2018,33,Male,Moscow,Backend Developer,10,Senior,Python,50000,8535,25,Russian,Agency,more than 1 year,Full-time employee,commerce
12/24/2018,27,Male,Berlin,Software Engineer,4,Senior,PHP,62000,8535,30,English,Agency,1 year,Full-time employee,commerce
12/25/2018,33,Female,Berlin,QA Engineer,4,Middle,Python,55000,12000,28,English,Product,1 year,Full-time employee,commerce
12/25/2018,30,Male,Berlin,Software Engineer,10,Senior,Java,75000,12000,30,English,Product,1 year,Full-time employee,commerce
12/25/2018,29,Male,Berlin,Software Engineer,3,Middle,Java,58000,0,28,Deutsch,Product,1 year,Full-time employee,commerce
12/25/2018,32,Male,Berlin,Software Engineer,9,Senior,Javascript / Typescript,65000,8000,30,English,Product,1 year,Full-time employee,Software Development
12/25/2018,32,Male,Munich,Software Engineer,15,Middle,Python,53600,10000,30,Deutsch,Product,1 year,Full-time employee,commerce
12/25/2018,28,Male,Munich,Software Engineer,7,Senior,Scala,60000,5000,30,English,Product,1 year,Full-time employee,commerce
12/25/2018,28,Male,Munich,ML Engineer,7,Senior,SQL,60000,5000,28,English,Product,1 year,Full-time employee,commerce
12/25/2018,31,Male,No data,Software Engineer,3,Middle,Javascript / Typescript,51600,8535,20,English,Product,1 year,Full-time employee,Scientific Activities
12/26/2018,33,Female,Limassol,Mobile Developer,12,Senior,No data,39600,8535,30,Russian,Product,more than 1 year,No data,commerce
12/26/2018,32,Male,Berlin,Mobile Developer,3,Senior,PHP,60500,8535,28,Deutsch,Agency,1 year,Full-time employee,commerce
12/26/2018,37,Female,Berlin,working student (QA),15,Senior,R,65000,8535,30,English,Startup,1 year,working student,Ð¡onstruction
12/26/2018,30,Male,saint petersburg,Backend Developer,10,Senior,Not Relevant,15000,4000,30,Russian,Product,1 year,Full-time employee,Transport
12/26/2018,30,Male,Munich,Software Engineer,7,Senior,Java,120000,300,30,English,Product,more than 1 year,Full-time employee,Scientific Activities
12/26/2018,32,Male,Munich,Architect ,15,Senior,Python,130000,8535,28,English,Product,1 year,Full-time employee,Finance / Insurance
12/27/2018,33,Male,No data,Software Engineer,1,Junior,Javascript / Typescript,42000,8535,24,English,Agency,1 year,Full-time employee,commerce
12/27/2018,28,Female,KÃ¶ln,Backend Developer,3,Middle,Javascript / Typescript,45000,8535,30,Deutsch,Product,1 year,Full-time employee,Manufacture
12/27/2018,37,Male,Erlangen,Frontend Developer,7,Senior,Javascript / Typescript,85000,0,28,Deutsch,Product,1 year,Full-time employee,Finance / Insurance
12/27/2018,32,Female,Frankfurt,QA Engineer,8,Senior,Python,72000,8535,28,English,Product,1 year,Full-time employee,Scientific Activities
12/27/2018,36,Male,Munich,Backend Developer,5,Middle,.NET,60000,11000,30,English,Agency,1 year,Full-time employee,Transport
12/28/2018,30,Male,Berlin,Frontend Developer,10,Middle,Scala,47000,0,26,English,Product,1 year,Full-time employee,Tourism
12/28/2018,32,Male,Munich,Data Scientist,5,Middle,SAP / ABAP,75000,5180,30,English,Project-based software development,1 year,Full-time employee,Software Development
12/28/2018,39,Male,No data,Head of Engineering,10,Senior,C/C++,130000,300,75,Deutsch,No data,1 year,Full-time employee,Transport
12/29/2018,29,Male,Munich,Backend Developer,8,Senior,Not Relevant,77000,8535,27,English,Product,1 year,Full-time employee,Transport
12/29/2018,35,Male,No data,Product Manager,2,Junior,R,42000,8535,27,Deutsch,Product,1 year,Full-time employee,Advertising
12/29/2018,36,Female,Munich,QA Engineer,7,Senior,C/C++,80000,20000,30,English,Automotive,1 year,Full-time employee,Telecom
12/29/2018,37,Male,Berlin,SAP Consultant,17,Senior,Python,95000,7000,27,English,No data,1 year,Full-time employee,commerce
12/29/2018,29,Male,Berlin,Data Scientist,9,Senior,Javascript / Typescript,60000,8535,24,English,Product,1 year,Full-time employee,Finance / Insurance
12/30/2018,32,Male,Munich,DevOps,7,Senior,Java,71000,15000,30,English,Product,1 year,Full-time employee,commerce
12/30/2018,32,Male,Munich,Product Manager,5,Senior,Javascript / Typescript,60000,0,27,English,Startup,1 year,Full-time employee,Transport
12/30/2018,32,Male,Berlin,Product Manager,10,Senior,Javascript / Typescript,115000,8535,28,English,Product,1 year,Full-time employee,Education
12/30/2018,32,Male,Munich,DevOps,11,Senior,Python,75000,0,28,English,Startup,1 year,Full-time employee,Transport
12/30/2018,30,Male,Bonn,DevOps,7,Senior,Java,62500,0,30,English,Product,1 year,Full-time employee,commerce
12/30/2018,38,Male,Siegen,Backend Developer,15,Middle,Javascript / Typescript,64000,13500,27,Russian,Product,1 year,Full-time employee,Transport
12/31/2018,42,Male,Munich,Mobile Developer,18,Senior,Java,127000,0,27,Deutsch,Automotive,1 year,Full-time employee,Finance / Insurance
